employee_id,employee_name,email,phone,hire_date,job_title,warehouse_id,tenure_years
76,Amber Rose,amber.rose@example.com,6505079822,2016-05-23 00:00:00,Shipping Clerk,2,2.6
77,Bella Stone,bella.stone@example.com,6505079833,2016-06-21 00:00:00,Shipping Clerk,2,2.5
78,Thea Hawkins,thea.hawkins@example.com,6505079844,2016-01-13 00:00:00,Shipping Clerk,2,3.0
79,Lola Ramos,lola.ramos@example.com,6505079876,2016-01-24 00:00:00,Shipping Clerk,2,2.9
80,Willow Reyes,willow.reyes@example.com,6505079877,2016-02-23 00:00:00,Shipping Clerk,2,2.9
81,Ivy Burns,ivy.burns@example.com,6505079878,2016-06-21 00:00:00,Shipping Clerk,2,2.5
82,Erin Gordon,erin.gordon@example.com,6505079879,2016-02-03 00:00:00,Shipping Clerk,2,2.9
83,Reggie Simmons,reggie.simmons@example.com,6501248234,2016-04-10 00:00:00,Stock Clerk,2,2.7
84,Emily Hamilton,emily.hamilton@example.com,6501212874,2016-03-15 00:00:00,Stock Clerk,2,2.8
85,Olivia Ford,olivia.ford@example.com,6501212994,2016-01-29 00:00:00,Stock Clerk,2,2.9
86,Amelia Myers,amelia.myers@example.com,6501218009,2016-10-17 00:00:00,Stock Clerk,2,2.2
87,Connor Hayes,connor.hayes@example.com,6501211834,2016-04-06 00:00:00,Stock Clerk,2,2.7
88,Leon Powell,leon.powell@example.com,6501241214,2016-07-16 00:00:00,Stock Clerk,2,2.5
89,Kai Long,kai.long@example.com,6501241224,2016-09-28 00:00:00,Stock Clerk,3,2.3
90,Aaron Patterson,aaron.patterson@example.com,6501241334,2016-01-14 00:00:00,Stock Clerk,3,3.0
91,Roman Hughes,roman.hughes@example.com,6501241434,2016-03-08 00:00:00,Stock Clerk,3,2.8
92,Austin Flores,austin.flores@example.com,6501245234,2016-08-20 00:00:00,Stock Clerk,3,2.4
93,Ellis Washington,ellis.washington@example.com,6501246234,2016-10-30 00:00:00,Stock Clerk,3,2.2
94,Jamie Butler,jamie.butler@example.com,6501247234,2016-02-16 00:00:00,Stock Clerk,3,2.9
95,Isla Graham,isla.graham@example.com,6501212004,2016-07-09 00:00:00,Stock Clerk,3,2.5
96,Seth Foster,seth.foster@example.com,6501271934,2016-06-14 00:00:00,Stock Clerk,3,2.5
97,Carter Gonzales,carter.gonzales@example.com,6501271834,2016-08-26 00:00:00,Stock Clerk,3,2.3
98,Felix Bryant,felix.bryant@example.com,6501271734,2016-12-12 00:00:00,Stock Clerk,3,2.1
99,Ibrahim Alexander,ibrahim.alexander@example.com,6501271634,2016-02-06 00:00:00,Stock Clerk,3,2.9
100,Sonny Russell,sonny.russell@example.com,6501211234,2016-07-14 00:00:00,Stock Clerk,3,2.5
101,Kian Griffin,kian.griffin@example.com,6501212034,2016-10-26 00:00:00,Stock Clerk,3,2.2
102,Caleb Diaz,caleb.diaz@example.com,6501212019,2016-02-12 00:00:00,Stock Clerk,3,2.9
103,Ronnie Perry,ronnie.perry@example.com,6501235234,2016-11-16 00:00:00,Stock Manager,3,2.1
104,Callum Jenkins,callum.jenkins@example.com,6501234234,2016-10-10 00:00:00,Stock Manager,3,2.2
105,Jackso Coleman,jackson.coleman@example.com,6501233234,2016-05-01 00:00:00,Stock Manager,3,2.7
106,Liam Henderson,liam.henderson@example.com,6501232234,2016-04-10 00:00:00,Stock Manager,3,2.7
107,Jaxon Ross,jaxon.ross@example.com,6501231234,2016-07-18 00:00:00,Stock Manager,3,2.5
108,Adinolfi Wilson,AdinolfiWilson@gmail.com,6500123238,2011-07-05 00:00:00,Public Accountant,3,7.5
109,AitSidi Karthikeyan,AitSidKarthikeyan@gmail.com,19282275766,2015-03-30 00:00:00,Accounting Manager,3,3.8
110,Akinkuolie Sarah,AkinkuolieSarah@gmail.com,16236355939,2011-07-05 00:00:00,Administration Assistant,3,7.5
111,AlagbeTrina,AlagbeTrina@gmail.com,17076298896,2008-01-07 00:00:00,President,3,11.0
112,Anderson Carol,AndersonCarol@gmail.com,16996379730,2011-07-11 00:00:00,Administration Vice President,3,7.5
113,Anderson Linda,AndersonLinda@gmail.com,15190465626,2012-01-09 00:00:00,Administration Vice President,3,7.0
114,Andreola Colby,AndreolaColby@gmail.com,14205688507,2014-11-10 00:00:00,Accountant,3,4.1
115,Athwal Sam,AthwalSam@gmail.com,13148752023,2013-09-30 00:00:00,Accountant,3,5.3
116,Bachiochi Linda,BachiochiLinda@gmail.com,16644096769,2009-07-06 00:00:00,Accountant,3,9.5
117,Bacong Alejandro,BacongAlejandro@gmail.com,11408426123,2015-01-05 00:00:00,Accountant,3,4.0
118,Baczenski Rachael,BaczenskiRachael@gmail.com,13765413497,2011-01-10 00:00:00,Accountant,3,8.0
119,Barbara Thomas,BarbaraThomas@gmail.com,18459807305,2012-04-02 00:00:00,Finance Manager,3,6.8
120,Barbossa Hector,BarbossaHector@gmail.com,19071357973,2014-11-10 00:00:00,Human Resources Representative,3,4.1
121,Barone Francesco,BaroneFrancesco@gmail.com,14151206955,2012-02-20 00:00:00,Programmer,3,6.9
122,Barton Nader,BartonNader@gmail.com,11923174402,2012-09-24 00:00:00,Programmer,3,6.3
123,Bates Norman,BatesNorman@gmail.com,16740725604,2011-02-21 00:00:00,Programmer,3,7.9
124,Beak Kimberly,BeakKimberly@gmail.com,17925003303,2016-07-21 00:00:00,Programmer,3,2.4
125,Beatrice Courtney,BeatriceCourtney@gmail.com,18924803277,2011-04-04 00:00:00,Programmer,3,7.7
126,Becker Renee,BeckerRenee@gmail.com,12261940842,2014-07-07 00:00:00,Marketing Manager,3,4.5
127,Becker Scott,BeckerScott@gmail.com,12198034224,2013-07-08 00:00:00,Marketing Representative,3,5.5
128,Bernstein Sean,BernsteinSean@gmail.com,11870081186,2012-04-02 00:00:00,Public Relations Representative,3,6.8
129,Biden Lowan,BidenLowan@gmail.com,11694985502,2013-08-19 00:00:00,Purchasing Clerk,3,5.4
130,Billis Helen,BillisHelen@gmail.com,16735051175,2014-07-07 00:00:00,Purchasing Clerk,3,4.5
131,Blount Dianna,BlountDianna@gmail.com,18160173450,2011-04-04 00:00:00,Purchasing Clerk,3,7.7
132,Bondwell Betsy,BondwellBetsy@gmail.com,12443874821,2011-01-10 00:00:00,Purchasing Clerk,3,8.0
133,Booth Frank,BoothFrank@gmail.com,15883846698,2014-02-17 00:00:00,Purchasing Clerk,3,4.9
134,Boutwell Bonalyn,BoutwellBonalyn@gmail.com,16363837624,2015-02-16 00:00:00,Purchasing Manager,4,3.9
135,Bozzi Charles,BozziCharles@gmail.com,16998122567,2013-09-30 00:00:00,Sales Manager,4,5.3
136,Brill Donna,BrillDonna@gmail.com,15897136211,2012-04-02 00:00:00,Sales Manager,4,6.8
137,Brown Mia,BrownMia@gmail.com,15201679612,2008-10-27 00:00:00,Sales Manager,4,10.2
138,Buccheri Joseph,BuccheriJoseph@gmail.com,26531027628,2014-09-29 00:00:00,Sales Manager,4,4.3
139,Bugali Josephine,BugaliJosephine@gmail.com,26561577656,2013-11-11 00:00:00,Sales Manager,4,5.1
140,Bunbury Jessica,BunburyJessica@gmail.com,26590410851,2011-08-15 00:00:00,Sales Representative,4,7.4
141,Burke Joelle,BurkeJoelle@gmail.com,26537828071,2012-03-05 00:00:00,Sales Representative,4,6.8
142,Burkett Benjamin,BurkettBenjamin@gmail.com,26523655356,2011-04-04 00:00:00,Sales Representative,4,7.7
143,Cady Max,CadyMax@gmail.com,26595011322,2011-08-15 00:00:00,Sales Representative,4,7.4
144,Candie Calvin,CandieCalvin@gmail.com,26578277683,2016-01-28 00:00:00,Sales Representative,4,2.9
145,Carabbio Judith,CarabbioJudith@gmail.com,26504586171,2013-11-11 00:00:00,Sales Representative,4,5.1
146,Carey Michael,CareyMichael@gmail.com,26561396427,2014-03-31 00:00:00,Sales Representative,4,4.8
147,Carr Claudia,CarrClaudia@gmail.com,26589440240,2016-06-30 00:00:00,Sales Representative,4,2.5
148,Carter Michelle,CarterMichelle@gmail.com,26592192850,2014-08-18 00:00:00,Sales Representative,4,4.4
149,Chace Beatrice,ChaceBeatrice@gmail.com,26522661720,2014-09-29 00:00:00,Sales Representative,4,4.3
150,Champaigne Brian,ChampaigneBrian@gmail.com,26565429792,2016-09-06 00:00:00,Sales Representative,4,2.3
151,Chan Lin,ChanLin@gmail.com,26517224537,2014-05-12 00:00:00,Sales Representative,4,4.6
152,Chang Donovan,ChangDonovan@gmail.com,26568600526,2013-07-08 00:00:00,Sales Representative,4,5.5
153,Chigurh Anton,ChigurhAnton@gmail.com,26512270202,2012-05-14 00:00:00,Sales Representative,4,6.6
154,Chivukula Enola,ChivukulaEnola@gmail.com,26549962703,2011-06-27 00:00:00,Sales Representative,4,7.5
155,Cierpiszewski Caroline,CierpiszewskiCaroline@gmail.com,26501580180,2011-10-03 00:00:00,Sales Representative,4,7.2
156,Clayton Rick,ClaytonRick@gmail.com,26568959077,2012-09-05 00:00:00,Sales Representative,4,6.3
157,Cloninger Jennifer,CloningerJennifer@gmail.com,26551385856,2011-05-16 00:00:00,Sales Representative,4,7.6
158,Close Phil,ClosePhil@gmail.com,26591303944,2010-08-30 00:00:00,Sales Representative,4,8.3
159,Clukey Elijian,ClukeyElijian@gmail.com,26510443827,2016-07-06 00:00:00,Sales Representative,4,2.5
160,Cockel James,CockelJames@gmail.com,26553686374,2013-07-08 00:00:00,Sales Representative,4,5.5
161,Cole Spencer,ColeSpencer@gmail.com,26569902213,2011-07-11 00:00:00,Sales Representative,4,7.5
162,Corleone Michael,CorleoneMichael@gmail.com,26545381268,2010-07-20 00:00:00,Sales Representative,4,8.5
163,Corleone Vito,CorleoneVito@gmail.com,26511718831,2009-01-05 00:00:00,Sales Representative,4,10.0
164,Cornett Lisa,CornettLisa@gmail.com,26516974639,2015-01-05 00:00:00,Sales Representative,4,4.0
165,Costello Frank,CostelloFrank@gmail.com,26564076902,2015-03-30 00:00:00,Sales Representative,4,3.8
166,Crimmings   Jean,CrimmingsJean@gmail.com,26572926050,2016-07-06 00:00:00,Sales Representative,4,2.5
167,Cross Noah,CrossNoah@gmail.com,21682548350,2014-11-10 00:00:00,Sales Representative,4,4.1
168,Daneault Lynn,DaneaultLynn@gmail.com,21682684540,2014-05-05 00:00:00,Sales Representative,4,4.7
169,Daniele Ann,DanieleAnn@gmail.com,21619929588,2014-11-10 00:00:00,Sales Representative,4,4.1
170,Darson Jene'ya,DarsonJene@gmail.com'ya,21636972880,2012-07-02 00:00:00,Shipping Clerk,4,6.5
171,Davis Daniel,DavisDaniel@gmail.com,21630934934,2011-11-07 00:00:00,Shipping Clerk,4,7.2
172,Dee Randy,DeeRandy@gmail.com,21626070119,2018-07-09 00:00:00,Shipping Clerk,4,0.5
173,DeGweck  James,DeGweckJames@gmail.com,21681891078,2011-05-16 00:00:00,Shipping Clerk,4,7.6
174,"DelBosque, Keyla",DelBosquKeyla@gmail.com,21612573006,2012-01-09 00:00:00,Shipping Clerk,4,7.0
175,Delarge Alex,DelargeAlex@gmail.com,21677684639,2014-09-29 00:00:00,Shipping Clerk,4,4.3
176,Demita Carla,DemitaCarla@gmail.com,21695997331,2011-04-04 00:00:00,Shipping Clerk,4,7.7
177,Desimone Carl,DesimoneCarl@gmail.com,21641289850,2014-07-07 00:00:00,Shipping Clerk,4,4.5
178,DeVito Tommy,DeVitoTommy@gmail.com,21627520190,2017-02-15 00:00:00,Shipping Clerk,4,1.9
179,Dietrich Jenna,DietrichJenna@gmail.com,21618112246,2012-02-20 00:00:00,Shipping Clerk,5,6.9
180,DiNocco Lily,DiNoccoLily@gmail.com,21675752905,2013-01-07 00:00:00,Shipping Clerk,5,6.0
181,Dobrin Denisa,DobrinDenis@gmail.com,21679669628,2012-04-02 00:00:00,Shipping Clerk,5,6.8
182,Dolan Linda,DolanLinda@gmail.com,21662099581,2015-01-05 00:00:00,Shipping Clerk,5,4.0
183,Dougall Eric,DougallEric@gmail.com,21621194805,2014-01-05 00:00:00,Shipping Clerk,5,5.0
184,Driver Elle,DriverElle@gmail.com,21628531974,2011-01-10 00:00:00,Shipping Clerk,5,8.0
185,Dunn Amy,DunnAmy@gmail.com,21683278610,2014-09-18 00:00:00,Shipping Clerk,5,4.3
186,Dunne Amy,DunneAmy@gmail.com,21641982483,2010-04-26 00:00:00,Shipping Clerk,5,8.7
187,Eaton Marianne,EatonMarianne@gmail.com,21615525717,2011-04-04 00:00:00,Shipping Clerk,5,7.7
188,Engdahl Jean,EngdahlJean@gmail.com,21614304032,2014-11-10 00:00:00,Shipping Clerk,5,4.1
189,England Rex,EnglandRex@gmail.com,21653942147,2014-03-31 00:00:00,Shipping Clerk,5,4.8
190,Erilus Angela,ErilusAngela@gmail.com,21630070620,2014-07-07 00:00:00,Stock Clerk,5,4.5
191,Estremera Miguel,EstremeraMiguel@gmail.com,21663808048,2012-04-02 00:00:00,Stock Clerk,5,6.8
192,Evensen April,EvensenApril@gmail.com,21603256931,2014-02-17 00:00:00,Stock Clerk,5,4.9
193,Exantus Susan,ExantusSusan@gmail.com,21679209984,2011-05-02 00:00:00,Stock Clerk,5,7.7
194,Faller Megan,FallerMegan@gmail.com,21626336775,2014-07-07 00:00:00,Stock Clerk,5,4.5
195,Fancett Nicole,FancettNicole@gmail.com,21332122312,2014-02-17 00:00:00,Stock Clerk,5,4.9
196,Ferguson Susan,FergusonSusan@gmail.com,681743994,2011-11-07 00:00:00,Stock Clerk,5,7.2
197,Fernandes Nilson,FernandesNilson@gmail.com,681014415,2015-05-11 00:00:00,Stock Clerk,5,3.6
198,Fett Boba,FettBoba@gmail.com,681513792,2015-03-30 00:00:00,Stock Clerk,5,3.8
199,Fidelia  Libby,FideliaLibby@gmail.com,681614059,2012-01-09 00:00:00,Stock Clerk,5,7.0
200,Fitzpatrick Michael,FitzpatrickMichael@gmail.com,681619776,2011-05-16 00:00:00,Stock Clerk,5,7.6
201,Foreman Tanya,ForemanTanya@gmail.com,681171085,2011-04-04 00:00:00,Stock Clerk,5,7.7
202,Forrest Alex,ForrestAlex@gmail.com,681054046,2014-09-29 00:00:00,Stock Clerk,5,4.3
203,Foss Jason,FossJason@gmail.com,681358505,2011-04-15 00:00:00,Stock Clerk,5,7.7
204,FosterBaker Amy,FosterBake@gmail.com,681956068,2009-01-05 00:00:00,Stock Clerk,5,10.0
205,Fraval Maruk,FravalMaruk@gmail.com,681669104,2011-09-06 00:00:00,Stock Clerk,5,7.3
206,Galia Lisa,GaliaLisa@gmail.com,681168430,2010-05-01 00:00:00,Stock Clerk,5,8.7
207,Garcia Raul,GarciaRaul@gmail.com,681280256,2015-03-30 00:00:00,Stock Clerk,5,3.8
208,Gaul Barbara,GaulBarbara@gmail.com,681049820,2011-05-16 00:00:00,Stock Clerk,5,7.6
209,Gentry Mildred,GentryMildred@gmail.com,681865336,2015-03-30 00:00:00,Stock Clerk,5,3.8
210,Gerke Melisa,GerkeMelisa@gmail.com,681872794,2011-11-07 00:00:00,Stock Manager,5,7.2
211,Gill Whitney,GillWhitney@gmail.com,681719349,2014-07-07 00:00:00,Stock Manager,5,4.5
212,Gilles Alex,GillesAlex@gmail.com,681404669,2012-04-02 00:00:00,Stock Manager,5,6.8
213,Girifalco Evelyn,GirifalcoEvelyn@gmail.com,681975566,2014-09-29 00:00:00,Stock Manager,5,4.3
214,Givens Myriam,GivensMyriam@gmail.com,681479010,2015-02-16 00:00:00,Stock Manager,5,3.9
215,Goble Taisha,GobleTaisha@gmail.com,681428326,2015-02-16 00:00:00,Public Accountant,5,3.9
216,Goeth Amon,GoethAmon@gmail.com,681384235,2015-03-30 00:00:00,Accounting Manager,5,3.8
217,Gold Shenice,GoldShenice@gmail.com,681080263,2013-11-11 00:00:00,Administration Assistant,5,5.1
218,Gonzalez Cayo,GonzalezCayo@gmail.com,681783913,2011-07-11 00:00:00,President,5,7.5
219,Gonzalez Juan,GonzalezJuan@gmail.com,681004536,2010-04-26 00:00:00,Administration Vice President,5,8.7
220,Gonzalez Maria,GonzalezMaria@gmail.com,681000257,2015-01-05 00:00:00,Administration Vice President,5,4.0
221,Good Susan,GoodSusan@gmail.com,681141989,2014-05-12 00:00:00,Accountant,5,4.6
222,Gordon David,GordonDavid@gmail.com,681647896,2012-07-02 00:00:00,Accountant,5,6.5
223,Gosciminski Phylicia,GosciminskiPhylicia@gmail.com,681122864,2013-09-30 00:00:00,Accountant,6,5.3
224,Goyal Roxana,GoyalRoxana@gmail.com,681206706,2013-08-19 00:00:00,Accountant,6,5.4
225,Gray Elijiah,GrayElijiah@gmail.com,17100242216,2015-06-02 00:00:00,Accountant,6,3.6
226,Gross Paula,GrossPaula@gmail.com,17953806534,2011-02-21 00:00:00,Finance Manager,6,7.9
227,Gruber Hans,GruberHans@gmail.com,12352183583,2017-04-20 00:00:00,Human Resources Representative,6,1.7
228,Guilianno Mike,GuiliannoMike@gmail.com,11105896197,2012-03-07 00:00:00,Programmer,6,6.8
229,Handschiegl Joanne,HandschieglJoanne@gmail.com,18693087999,2011-11-28 00:00:00,Programmer,6,7.1
230,Hankard Earnest,HankardEarnest@gmail.com,18126913453,2013-11-11 00:00:00,Programmer,6,5.1
231,Harrington Christie,HarringtonChristie@gmail.com,16559558138,2012-01-09 00:00:00,Programmer,6,7.0
232,Harrison Kara,HarrisonKara@gmail.com,14839119763,2014-05-12 00:00:00,Programmer,6,4.6
233,Heitzman Anthony,HeitzmanAnthony@gmail.com,12065608314,2012-08-13 00:00:00,Marketing Manager,6,6.4
234,Hendrickson Trina,HendricksonTrina@gmail.com,11539916451,2011-01-10 00:00:00,Marketing Representative,6,8.0
235,Hitchcock Alfred,HitchcockAlfred@gmail.com,14133528143,2014-08-18 00:00:00,Public Relations Representative,6,4.4
236,Homberger Adrienne,HombergerAdrienne@gmail.com,13170091261,2011-08-15 00:00:00,Purchasing Clerk,6,7.4
237,Horton Jayne,HortonJayne@gmail.com,11482011199,2015-03-30 00:00:00,Purchasing Clerk,6,3.8
238,Houlihan Debra,HoulihanDebra@gmail.com,16044136744,2014-05-05 00:00:00,Purchasing Clerk,6,4.7
239,Howard Estelle,HowardEstelle@gmail.com,18815585993,2015-02-16 00:00:00,Purchasing Clerk,6,3.9
240,Hudson Jane,HudsonJane@gmail.com,10298389595,2012-02-20 00:00:00,Purchasing Clerk,6,6.9
241,Hunts Julissa,HuntsJulissa@gmail.com,11866390247,2016-06-06 00:00:00,Purchasing Manager,6,2.6
242,Hutter Rosalie,HutterRosalie@gmail.com,17388741294,2015-06-05 00:00:00,Sales Manager,6,3.6
243,Huynh Ming,HuynhMing@gmail.com,11714526298,2011-02-21 00:00:00,Sales Manager,6,7.9
244,Immediato Walter,ImmediatoWalter@gmail.com,15296153159,2011-02-21 00:00:00,Sales Manager,6,7.9
245,Ivey Rose,IveyRose@gmail.com,16107948550,2013-08-19 00:00:00,Sales Manager,6,5.4
246,Jackson Maryellen,JacksonMaryellen@gmail.com,11377788191,2012-11-05 00:00:00,Sales Manager,6,6.2
247,Jacobi Hannah,JacobiHannah@gmail.com,17470922486,2013-09-30 00:00:00,Sales Representative,6,5.3
248,Jeannite Tayana,JeanniteTayana@gmail.com,11567725833,2011-07-05 00:00:00,Sales Representative,6,7.5
249,Jhaveri Sneha,JhaveriSneha@gmail.com,13588495767,2014-01-06 00:00:00,Sales Representative,6,5.0
250,Johnson George,JohnsonGeorge@gmail.com,11228011800,2011-11-07 00:00:00,Sales Representative,6,7.2
251,Johnson Noelle,JohnsonNoelle@gmail.com,18329124938,2015-01-05 00:00:00,Sales Representative,6,4.0
252,Johnston Yen,JohnstonYen@gmail.com,11657640637,2014-07-07 00:00:00,Sales Representative,6,4.5
